location,gender,city,text,klout,latitude,longitude,date,followers,image,sreen_name,sentiment,TuesdayTemp,WednesdayTemp,ThursdayTemp,FridayTemp
"Ames, IA",male,Ames,Tri delts need to settle down this morning.,45,42.0244144,-93.6555467,"Wed, 03 Apr 2013 12:57:39 +0000",133,http://a0.twimg.com/profile_images/2949967750/33aed6c176bf207c48edb88181230180_normal.jpeg,Nickolas_Hamel,0,32,34.3,42.7,41
"New York, NY",male,New York,@mitensampat great idea thanks for the pointer.,34,40.697488,-73.979681,"Wed, 03 Apr 2013 12:57:39 +0000",120,http://a0.twimg.com/profile_images/2668186580/b6fd10375063977dc1ae9c48d3aedaf4_normal.jpeg,sulrich,4,38.8,39,39.2,43.8
"Schertz, TX",male,Schertz,@morethenwords_ \nText ?:/,29,29.5725432,-98.2665416,"Wed, 03 Apr 2013 12:57:39 +0000",289,http://a0.twimg.com/profile_images/3184453460/5c8ef38c2d01d780530876e3dfa29ff1_normal.jpeg,GotSwaggJimenez,,71.5,57.7,54.4,51.2
"Marbury, AL",,Marbury,I love cutting in line when I drop Gavin off at school lol. I'm so impatient!! #rebel îê„,29,32.5908031,-86.46402734,"Wed, 03 Apr 2013 12:57:39 +0000",112,http://a0.twimg.com/profile_images/3468783675/92aee3af5a77d17f526451abc3225802_normal.jpeg,StarrThompson22,0,61.3,58,54.2,49
"Dartmouth, MA",female,Dartmouth,One of two classes canceled for the day? Ill take it done at 10 _Ÿ˜ƒ_Ÿ‘ç,37,41.63159341,-71.00626836,"Wed, 03 Apr 2013 12:57:40 +0000",153,http://a0.twimg.com/profile_images/3468420110/18c1905071c23915862a25587fcb5fb4_normal.jpeg,MaeganPerzentz,-5,36.7,37.5,38.2,39
"Albany, NY",female,Albany,It is April and there is snow on my car. I am having a serious problem with this.,,42.6401989,-73.7796625,"Wed, 03 Apr 2013 12:57:40 +0000",138,http://a0.twimg.com/profile_images/1856977438/182352_normal.jpg,cait_shmait,-4,30.7,32.4,37.3,44.6
"Lascassas, TN",male,Lascassas,"What did we do before 8 am? Oh, just making our own peanut butter! @ The Craig's House http://t.co/vwFEdMuFpg",42,35.98668617,-86.40354297,"Wed, 03 Apr 2013 12:57:40 +0000",628,http://a0.twimg.com/profile_images/3274198734/a3b466d465f3e72a3f7b9081695b6646_normal.jpeg,shelby_craig,0,45.2,46.5,46.3,46.5
"Carol City, FL",,Carol City,When I Get My Class Ring Ima Make A Speech * and its gonna go a little something like the beginning of meek mill song * * church* !,38,25.9334706,-80.2652083,"Wed, 03 Apr 2013 12:57:40 +0000",475,http://a0.twimg.com/profile_images/3464743859/cd4edbaef763e94087c50d55afdcbe15_normal.jpeg,fCkaNiqqa,-6,74.1,75.7,76.8,70.9
"Joplin, MO",,Joplin,And Taylor Swift is trying way too hard to be cool in her video. Not fooling anyone.,28,37.04847239,-94.47443346,"Wed, 03 Apr 2013 12:57:40 +0000",83,http://a0.twimg.com/profile_images/3330131889/8cc2b7bc65d161d86fc3573bc2f010a9_normal.jpeg,ilikestarfish,0,38.4,42.5,48.4,42.8
"Texas, US",,Texas,The awkward moment when you're wearing Nike's and can't do it &gt;_&lt;,29,29.68386645,-95.61432942,"Wed, 03 Apr 2013 12:57:40 +0000",59,http://a0.twimg.com/profile_images/3453836456/a5c8804488245392337143b3e2fee032_normal.jpeg,NaeBabbieKeeton,-4,68,63.3,53.6,52
"SeaTac, WA",male,SeaTac,"@Voxmontejano @Articulo7_ El articulo esta ""pegado"" dos veces.",41,47.44268,-122.30083,"Wed, 03 Apr 2013 12:57:40 +0000",683,http://a0.twimg.com/profile_images/1808978365/mboy_normal.jpg,_alanboy,5,52.7,53,53.6,55.3
"Fort Worth, TX",,Fort Worth,school got me like... http://t.co/R99ULC34ae,46,32.638865,-97.37567,"Wed, 03 Apr 2013 12:57:40 +0000",217,http://a0.twimg.com/profile_images/3458500230/8fd844f14bfc770f77fd6faa6a9a7f45_normal.jpeg,g0ldmines,0,65.8,51.2,44.8,45.1
"Three Oaks, FL",,Three Oaks,I went to sleep super early,43,26.45787919,-81.7876536,"Wed, 03 Apr 2013 12:57:40 +0000",822,http://a0.twimg.com/profile_images/3452960227/7b676cf8ccbc0e7cd69acf65a2ebc34c_normal.jpeg,Ayoo_Paynee,6,73.6,74.5,72.8,66.3
"Belton, TX",male,Belton,"I'm sorry ms. Jackson, I am forreal!",41,31.0530739,-97.4769723,"Wed, 03 Apr 2013 12:57:40 +0000",128,http://a0.twimg.com/profile_images/3390195685/b6a3c03cbe11ce0286c6c97e025769ba_normal.jpeg,maddymoe97,0,67.4,54.9,48.2,45
"Michigan, US",female,Michigan,http://t.co/ax1pSmI14V,11,45.0010905,-86.2706815,"Wed, 03 Apr 2013 12:57:40 +0000",5,http://a0.twimg.com/profile_images/2555395228/0eknnkatditr5lszv650_normal.jpeg,grammiecook,,30.3,29.5,35.3,35.5
"Manhattan, NY",male,Manhattan,@Jordan_L_Howard ight cool.. Got you..,41,40.73801438,-73.97623708,"Wed, 03 Apr 2013 12:57:41 +0000",214,http://a0.twimg.com/profile_images/3418446839/da11e175d10f11552176b3ca633a53ff_normal.jpeg,soulglo62,,38,38.4,39.9,43.8
"Ohio, US",female,Ohio,when the old heavy chevy is finished there's going to be so many people lookin to buy it. #beauty,40,40.7896451,-83.97195719,"Wed, 03 Apr 2013 12:57:41 +0000",109,http://a0.twimg.com/profile_images/3422778733/dd6aa9a7e817ba0157e59cc1a474f3a3_normal.jpeg,kdunlap_22,0,32.1,34.1,38.8,39
"Whitmore Lake, MI",male,Whitmore Lake,@aamandrin @haleysullivan27 @shagcat @jimmehsharpe $5.01,38,42.41642037,-83.75594254,"Wed, 03 Apr 2013 12:57:41 +0000",84,http://a0.twimg.com/profile_images/3304411987/feae09fd8c4881c8abef3601fbdde1fc_normal.jpeg,NicDavis546,0,33.2,34.6,38.6,46.2
"Dallas, TX",,Dallas,Good morning. Make today a blessed day.,34,32.9366157,-96.8186712,"Wed, 03 Apr 2013 12:57:41 +0000",197,http://a0.twimg.com/profile_images/3254110136/5c9ff462a85e479c7c5189cc8eacc65b_normal.jpeg,LoverofLife06,4,67.9,50.5,45.2,47.3
"Providence, RI",,Providence,EtoO si eh lentoOp,,41.8158853,-71.4463363,"Wed, 03 Apr 2013 12:57:41 +0000",143,http://a0.twimg.com/profile_images/3459545204/c91c17c573eb39a22bdf1aa5b831f45e_normal.jpeg,Dominguitho,,37.1,37.2,39.7,38.5
"South Carolina, US",,South Carolina,"@NiteriaGchelle wassup, I miss you too!! And I was there what time did you come?",,34.7915124,-82.2944327,"Wed, 03 Apr 2013 12:57:41 +0000",230,http://a0.twimg.com/profile_images/3419997159/fd0ffbe036be0272c6e71692c91fd23e_normal.jpeg,tazclutch16,0,58.7,55,45.9,38.6
"Marion, AL",male,Marion,"@tatianapercival @mattsteffens11 and homewrecker. Once a homewrecker, always a homewrecker. #booyahhhh",39,32.62448841,-87.32218303,"Wed, 03 Apr 2013 12:57:41 +0000",191,http://a0.twimg.com/profile_images/3426737072/cf9a3a2b3ae99b5684417d5425eaf0e0_normal.jpeg,kyndallashley,0,60.3,51.4,51.7,50
"Santee, CA",mostly_female,Santee,@FM949sd Goodmorning radio man...heres to a good one!,47,32.84618897,-116.9561958,"Wed, 03 Apr 2013 12:57:41 +0000",786,http://a0.twimg.com/profile_images/3420818967/2dd2a58c82af9de8f075e3a35d016218_normal.jpeg,AmyMarieSantee,10,63.2,68.9,60.4,61.3
"Gulf Shores, AL",female,Gulf Shores,Even after my huge cup of coffee this morning I still can't even hold my eyes open _Ÿ˜__Ÿ˜´,39,30.29713868,-87.67394542,"Wed, 03 Apr 2013 12:57:41 +0000",143,http://a0.twimg.com/profile_images/3166631767/80d569d37e9437c1a15d5377e7c40193_normal.jpeg,YeagerNicole,2,65.7,64.2,62.9,59.4
"Franklin, TN",male,Franklin,Emailed the entire accounting dept that they needed to â€œresign.â€ù Meant â€œre-sign.â€ù Hyphens are really important. #themoreyouknow,43,35.9271865,-86.8341555,"Wed, 03 Apr 2013 12:57:41 +0000",296,http://a0.twimg.com/profile_images/2535057243/hvkr4mz66k4x9mggk070_normal.jpeg,jmonger,-6,45.3,45.3,46.3,46.3
"Waynesboro, GA",,Waynesboro,Shawty just a down bitch !,,33.0811513,-82.0227075,"Wed, 03 Apr 2013 12:57:41 +0000",453,http://a0.twimg.com/profile_images/3467997835/83cdbbda9a8146fd7148616a26974720_normal.jpeg,Power2The_5,0,60.2,56.4,49,42.8
"Portland, ME",male,Portland,@lia @anildash @ftrain You guys didn't hide boxes of old letters and stuff around for them to find by accident? Ineptly-hidden desktop docs?,63,43.66689498,-70.18922555,"Wed, 03 Apr 2013 12:57:41 +0000",231,http://a0.twimg.com/profile_images/3467780166/5164f803ea841643f062705efea67e4d_normal.jpeg,rustyk5,-4,35.1,35.5,39.3,40.5
"Manhattan, NY",unisex,Manhattan,Still prepping Camero's can't wait to get upstairs to the super cars http://t.co/pATCDL4XpA,45,40.75797467,-74.00176397,"Wed, 03 Apr 2013 12:57:41 +0000",515,http://a0.twimg.com/profile_images/3119006575/d0daae795fa012498cd4ad174f4a1532_normal.jpeg,GodsFetus,6,38,38.4,39.9,43.8
"Boston, MA",mostly_male,Boston,"New Kids on the @todayshow.  Theyâ€™re actually not bad, channeling the Temptations!",46,42.31435,-70.970284,"Wed, 03 Apr 2013 12:57:41 +0000",536,http://a0.twimg.com/profile_images/497119354/roto-3945340641_7ecc487538_o_2_normal.jpg,shooley,12,36.5,37.3,41.4,40.6
"Muncie, IN",female,Muncie,I hope this Tropicana farmstand is as healthy as it is delicious.,35,40.20136756,-85.40825455,"Wed, 03 Apr 2013 12:57:41 +0000",73,http://a0.twimg.com/profile_images/3438707061/1ec08b9ee950c86c4188e5d941a0e8be_normal.jpeg,Tessaa_Lee,4,34.3,36,41.7,40.8
"Lee's Summit, MO",,Lee's Summit,i cant even finish my makeup im so light headed,45,38.9069057,-94.32783812,"Wed, 03 Apr 2013 12:57:41 +0000",420,http://a0.twimg.com/profile_images/3423488220/83683668201dc43296bd5888d47d6518_normal.jpeg,Annie_Shack,0,37.5,41.4,47.9,51.9
"New York, US",male,New York,Btw...still snowing and 20 degrees in buffalo #sickandtired,28,42.94292462,-78.63038537,"Wed, 03 Apr 2013 12:57:41 +0000",34,http://a0.twimg.com/profile_images/2418940508/hawi06x65wxl8l2vzeh4_normal.jpeg,_scottwiedemann,0,28,29.6,33.8,34.9
"San Antonio, TX",female,San Antonio,sup bruise http://t.co/CnnxFdm3jT,43,29.49826817,-98.68285675,"Wed, 03 Apr 2013 12:57:42 +0000",1835,http://a0.twimg.com/profile_images/3443163144/90c334e3a2fb63f131887651adef37b6_normal.jpeg,audgepawdge,0,72.4,59.9,56,55.4
"San Antonio, TX",female,San Antonio,I know staar suck but I'm trying to make the best of this day,32,29.52529001,-98.68739597,"Wed, 03 Apr 2013 12:57:42 +0000",259,http://a0.twimg.com/profile_images/3469654920/eae26d2e01c7f8b4ba0bae9f70dbe1e6_normal.jpeg,Ariannajayyduh,0,72.4,59.9,56,55.4
"Muskegon, MI",male,Muskegon,She must ain't got cheeks.,51,43.2180807,-86.2447215,"Wed, 03 Apr 2013 12:57:42 +0000",358,http://a0.twimg.com/profile_images/3372397195/01c35a4bb4cf514f02fbd9d7f16309b1_normal.jpeg,Najee231,0,32.5,32.6,36,37.8
"Gap, Pittsburgh",male,Gap,"I'm at @Gap (Ross, PA) http://t.co/gF8zyAQhj2",60,40.54426526,-80.00759125,"Wed, 03 Apr 2013 12:57:42 +0000",174,http://a0.twimg.com/profile_images/3445237322/a1eb424db0041cf0bd80cf4114a5d1c0_normal.jpeg,gurujonah,,32,32,35.2,43.5
"Wenonah, Minneapolis",mostly_male,Wenonah,"@Lov2rok you think so? Weâ€™re def higher than top 18 US markets (around 12-15), but you never know",65,44.900042,-93.2415,"Wed, 03 Apr 2013 12:57:42 +0000",3449,http://a0.twimg.com/profile_images/3447668377/0b62a7bf67f759fc2bb2aaca734d7ab2_normal.jpeg,solace,0,28.4,33.5,45.5,36.5
"Equinox Fitness Clubs, Chicago",,Equinox Fitness Clubs,"I'm at @Equinox (Chicago, IL) w/ 2 others http://t.co/H20zXzcGnD",,41.880679,-87.633777,"Wed, 03 Apr 2013 12:57:42 +0000",86,http://a0.twimg.com/profile_images/1090210017/image_normal.jpg,sushihazer,0,34.8,35.3,41.5,48.9
"Sydney, ND",,Sydney,berpinar-pinar mataku tahu ? *-*,46,46.761354,-98.755118,"Wed, 03 Apr 2013 12:57:42 +0000",412,http://a0.twimg.com/profile_images/3341739835/855276c3d359fec17e9a49a229b91184_normal.jpeg,FNad_,,18.6,29.2,31.6,23.8
"Los Angeles, CA",,Los Angeles,http://t.co/i4R0QJk4GA,24,34.2169344,-118.4205652,"Wed, 03 Apr 2013 12:57:42 +0000",101,http://a0.twimg.com/profile_images/3414326770/afd84a561546ef10116d2a9c0d22b194_normal.jpeg,clubnaventure,,63.6,69.2,68.6,62.2
"Lock Haven, PA",male,Lock Haven,"@ashleyfumo ""bitches guys dogs elephants giraffes"" what goes through your head at night I will never understand hahah",37,41.13838341,-77.45883797,"Wed, 03 Apr 2013 12:57:42 +0000",240,http://a0.twimg.com/profile_images/3221646118/dd1dd6fa82b95a8eca3bdbc50bacb09a_normal.jpeg,Dave_Tomkins1,0,31.4,31.6,33.5,37.9
"Fishing River, MO",,Fishing River,@Jay_j97 @TBeav3 @lanecareyy5 what are these women you speak of . And don't call me a bitch Taylor,,39.3510349,-94.3043249,"Wed, 03 Apr 2013 12:57:42 +0000",166,http://a0.twimg.com/profile_images/3423269335/be3721ee8c9e04fb65e43c6508309f03_normal.jpeg,DaultonBaldwin,0,35.1,39.8,44.6,51.1
"Pennsylvania, US",male,Pennsylvania,@mbh511 everything copesthetic?,43,40.35674267,-78.42917433,"Wed, 03 Apr 2013 12:57:42 +0000",171,http://a0.twimg.com/profile_images/3459539963/4678d762f38000fe6c45fa0c703c0800_normal.jpeg,Brumistheshow,0,31.9,31.4,32,36.5
"San Antonio, TX",,San Antonio,#YouGainMajorPointsIf text me first &amp; you're not a player\n#yourewelcome,40,29.55023832,-98.51262121,"Wed, 03 Apr 2013 12:57:42 +0000",216,http://a0.twimg.com/profile_images/3465079267/7c64ab5e88e78061c49de0da67d649e2_normal.jpeg,Gracielexoxo,0,72.4,59.1,54.8,53.8
"Texas, US",,Texas,and now I get to rub my eyes all day #previoustweet,38,30.47384814,-98.17607824,"Wed, 03 Apr 2013 12:57:43 +0000",364,http://a0.twimg.com/profile_images/3407546525/4be1772acbb03243f098c9a4ed993b1f_normal.jpeg,CarliKC,0,69.1,52.8,48,46.5
"Flint, MI",unisex,Flint,team no sleep,34,43.0036985,-83.64616721,"Wed, 03 Apr 2013 12:57:43 +0000",353,http://a0.twimg.com/profile_images/3344396956/9c358afc921a6ec7f56c2eff19b0e06e_normal.jpeg,tA_WiTCHUU,0,29.8,31.2,39.5,44
"Lambton, Ontario",unisex,Lambton,youre going to hell if your lyin - words of pardo,43,43.09384147,-82.00243437,"Wed, 03 Apr 2013 12:57:43 +0000",1364,http://a0.twimg.com/profile_images/3460022387/689177f425546ccefb437ec91b3af171_normal.jpeg,hanmitchell2,-7,29.6,29.1,36.7,39.6
"Muncie, IN",mostly_male,Muncie,Only slept 3 hours since Sunday night and I have another 12 hours left on campus today #fml #needsleep #death,,40.20149743,-85.41026705,"Wed, 03 Apr 2013 12:57:43 +0000",80,http://a0.twimg.com/profile_images/3276752546/b314583d0f4f2be880a5c870f4f6a8e8_normal.jpeg,KregTerry,0,34.3,36,41.7,40.8
"Round Rock, TX",male,Round Rock,Moccasins &gt;&gt;&gt;,48,30.5172674,-97.6742922,"Wed, 03 Apr 2013 12:57:43 +0000",456,http://a0.twimg.com/profile_images/3462083974/23448c83731aea2e21cfcbb6ec4b0753_normal.jpeg,Koltonwade,,69.1,56.1,49.9,42.8
"Queens, NY",female,Queens,Please get your phone back I miss u and I'm sad @RiannaHage,38,40.57231199,-73.85492153,"Wed, 03 Apr 2013 12:57:43 +0000",385,http://a0.twimg.com/profile_images/3395192356/027a764c443b09da812b56ef1a6dad60_normal.jpeg,lexcat93,-6,39.6,39.9,38.9,41.1
"Deltona, FL",male,Deltona,I'm fond of malevolent femals &amp; that is my current issue at hand &amp; of course I enjoy intercourse that is also an impediment,48,28.9581819,-81.2505037,"Wed, 03 Apr 2013 12:57:43 +0000",412,http://a0.twimg.com/profile_images/3166902084/e13ff7bec2f98e1aa6b72da64fb85c8b_normal.jpeg,chief_danney,0,71.2,67.3,70.9,67.2
"Eastern, WV",unisex,Eastern,Girls that play sports&gt;&gt;&gt;,40,39.67557957,-79.90263357,"Wed, 03 Apr 2013 12:57:43 +0000",103,http://a0.twimg.com/profile_images/3470937029/b5ed8130cb5e4101e9227e1d00ff6571_normal.jpeg,ADay_3,0,36.4,35.4,39.3,45.7
"Borger, TX",,Borger,@fatboii_izzy YOU HAVE THE CHANCE TO BE SLEEPING RIGHT NOW AND YOU'RE UP??? _Ÿ”«,43,35.66322501,-101.3991466,"Wed, 03 Apr 2013 12:57:43 +0000",1707,http://a0.twimg.com/profile_images/3452700250/f9a0498bab796be8184133425333631b_normal.jpeg,jaslynrandle,0,35.4,34.3,43.3,53.1
"New York, NY",female,New York,Good morning! _Ÿ˜_,38,40.61337739,-74.03265161,"Wed, 03 Apr 2013 12:57:43 +0000",186,http://a0.twimg.com/profile_images/2950379458/0193b61c860dbb671a4fff88706690f9_normal.jpeg,rosalialoverde,,38.5,38.5,38.1,43.4
"Manhattan, NY",female,Manhattan,Por si usted no sabia los New Kids on the Block estan reunited #maldad loco quien los esta aconsejando? #Terrible http://t.co/wmOJrer6NT,24,40.74512074,-74.00333576,"Wed, 03 Apr 2013 12:57:43 +0000",32,http://a0.twimg.com/profile_images/3325399506/08060f72aafaacc5f355ceaedd9f3e59_normal.jpeg,PaolaPietranton,-1,38.8,39,39.2,43.8
"Eastpointe, MI",,Eastpointe,Goodmorning _Ÿ˜__Ÿ˜ç_Ÿ˜‰_Ÿ˜€,43,42.4667666,-82.94792031,"Wed, 03 Apr 2013 12:57:43 +0000",353,http://a0.twimg.com/profile_images/3268328726/cd3a07f0130d45d0d381d7b91b8a0fbd_normal.jpeg,_Christiana__,,31.3,32.5,38.2,43.9
"Adelphi, MD",,Adelphi,"Mi amiga daniela "") http://t.co/dXaaACre9i",18,38.995315,-76.9687184,"Wed, 03 Apr 2013 12:57:43 +0000",22,http://a0.twimg.com/profile_images/3435066281/38442e2b8591b3da7abdd753d53de187_normal.jpeg,ZulyMasferre,,43.9,42.6,40.6,40.7
"Travis Northeast, TX",,Travis Northeast,â€œ@Koltonwade: I really hate my facial hair.â€ù,46,30.46296786,-97.58409318,"Wed, 03 Apr 2013 12:57:44 +0000",364,http://a0.twimg.com/profile_images/3227491286/f8e5a486bb2b6f46f15d7584fc46c30f_normal.jpeg,n_fals,-7,69.1,56.1,49.9,47
"Decatur, AL",,Decatur,56 hoes on my dick an they naked _Ÿ˜¬_Ÿ˜¬,42,34.55989102,-87.01916393,"Wed, 03 Apr 2013 12:57:44 +0000",1709,http://a0.twimg.com/profile_images/3458457881/08d7d48bf088bce1e973facd52384cae_normal.jpeg,Thrasher___,0,49.6,47.8,45.4,44.7
"Whittier, CA",male,Whittier,Yup april is gonna be a tough month :/,34,33.9731287,-118.0306386,"Wed, 03 Apr 2013 12:57:44 +0000",106,http://a0.twimg.com/profile_images/1744123841/nicktw_normal.jpg,nalcantar41,-4,64.8,67.7,68.5,65.1
"Birmingham, AL",,Birmingham,Goodmorninq ppl,34,33.53633952,-86.71962165,"Wed, 03 Apr 2013 12:57:44 +0000",418,http://a0.twimg.com/profile_images/3468178893/1447454e083cecfb718593e12340039a_normal.jpeg,keria_t,,57.4,49.7,48,44.9
"McKinney, TX",,McKinney,@kristaboo_ alright punk! (:,,33.230457,-96.6395062,"Wed, 03 Apr 2013 12:57:44 +0000",622,http://a0.twimg.com/profile_images/3431580729/9127466255db8605fd56202f1d7111bf_normal.jpeg,_MarcusWayne,0,63.7,48.6,44.7,45.7
"Houston, TX",,Houston,"CELEBRANDO CON TIROS AL VIENTEO!! DESPUES DE UN NEGOCIO, LA BANDA GALANDO. CORRIDOS CANCIONES MUJERES BOTELLAS",,29.6304313,-95.4381871,"Wed, 03 Apr 2013 12:57:44 +0000",61,http://a0.twimg.com/profile_images/3459559911/de6bb2999593e12ceb5333711407dc8f_normal.jpeg,I_MakeTacos,0,67.7,63.1,52.6,52
"Elkton, VA",,Elkton,all these old songs have so many memories..,41,38.41443691,-78.61995006,"Wed, 03 Apr 2013 12:57:44 +0000",167,http://a0.twimg.com/profile_images/3122794344/b87566965a8fb8c4f323712bfb542396_normal.jpeg,heatherr28_xo,0,42.2,39.5,37,35.4
"Texas, US",,Texas,Happy Birthday @ItsShayGorgeous â˜º_Ÿ˜ç,,33.12560755,-97.04644214,"Wed, 03 Apr 2013 12:57:44 +0000",2818,http://a0.twimg.com/profile_images/3468147480/fc3d7ee4e8c2eb9501f64f7e68c797dd_normal.jpeg,_forevernicole,5,60.2,47.5,43.1,43.9
"Queens, NY",male,Queens,I'm glad I have a long break after this class. I'm pissed my 9:05 and 5:00pm didn't cancel class but my 10:40 did,40,40.72297557,-73.7946113,"Wed, 03 Apr 2013 12:57:44 +0000",319,http://a0.twimg.com/profile_images/2927709122/07a7d4a8bce4cbfd5f90e7bdaed45e4a_normal.jpeg,illmatic_TJ,5,38.1,38.4,39.1,41.1
"Lubbock, TX",male,Lubbock,@IzaiahReyna haha yea i was like wtf!!,42,33.6324228,-101.8359612,"Wed, 03 Apr 2013 12:57:44 +0000",205,http://a0.twimg.com/profile_images/3439223820/1758dd8d862b9617454e9e8b1fe43f71_normal.jpeg,xfremont,-20,45.5,38.4,43.6,51
"Alabama, US",,Alabama,@jenipaige   I've worked at the PO for over 4 years and that's the first time I've seen those,50,34.85777195,-86.70103837,"Wed, 03 Apr 2013 12:57:44 +0000",947,http://a0.twimg.com/profile_images/3470980101/cabae1766e4a91efc431a7feeb4e7132_normal.jpeg,_jenniferjjames,1,46,47.2,45.9,44.2
"Jacksonville, FL",male,Jacksonville,BIGGG DAWWWGG CUP FULLAAHH EGGG NAWWWGGG!,36,30.4795967,-81.6007068,"Wed, 03 Apr 2013 12:57:44 +0000",187,http://a0.twimg.com/profile_images/3313619705/373fb2bb76f078c03bf363b5f141871b_normal.jpeg,ClaytonCason,0,64.4,62,68.2,64.9
"Covington, LA",mostly_female,Covington,can't wait for weekend.. it's gonna be craycray!!_Ÿ˜‹,41,30.49356689,-90.13187626,"Wed, 03 Apr 2013 12:57:45 +0000",143,http://a0.twimg.com/profile_images/3430269664/e877c6723d4bd35e30bc930e22947109_normal.jpeg,riehester,0,62.3,62.9,54.2,50.2
"Kentucky, US",mostly_female,Kentucky,"Those miles are not going to jog themselves, guess I will have to do it.",18,37.7312616,-89.2687942,"Wed, 03 Apr 2013 12:57:45 +0000",32,http://a0.twimg.com/profile_images/1793575037/image_normal.jpg,kimberlytalley,-4,39.3,40.3,46.3,41.5
"Lawrenceville, GA",female,Lawrenceville,Anyone wanna give me s/o ?,43,33.9802354,-84.00072441,"Wed, 03 Apr 2013 12:57:45 +0000",423,http://a0.twimg.com/profile_images/3366825408/5c8b316af74ba101bbe3784a2032c6f4_normal.jpeg,_DestiniS,0,57.8,54.7,41.8,39.8
"South Carolina, US",male,South Carolina,@H00PMIXTAPE_2k @kidtru_dna aite bro,49,34.39325996,-82.69677475,"Wed, 03 Apr 2013 12:57:45 +0000",823,http://a0.twimg.com/profile_images/3400367791/855b3d6d6657aaa595389f6fecd2e809_normal.jpeg,15_AntAdger,0,60.1,57.1,48.4,42.2
"Des Moines, IA",female,Des Moines,"@natallica87 I'm hoping I can afford the KSE album on payday, and hopefully can check out SS tonight :)",52,41.58497906,-93.6325975,"Wed, 03 Apr 2013 12:57:45 +0000",402,http://a0.twimg.com/profile_images/3355117864/5e0f60ad066f43bd44ccf188ec10631e_normal.jpeg,ana_albizures,3,34.9,37.9,46.3,47.4
"Manhattan, NY",male,Manhattan,â€œI think Iâ€™ll just have a sparkling water for breakfastâ€_â€ù,39,40.780881,-73.9771425,"Wed, 03 Apr 2013 12:57:45 +0000",391,http://a0.twimg.com/profile_images/75225292/n1555980019_30094757_367_normal.jpg,edmundb,6,38,38.4,39.9,43.8
"Center Point, AL",unisex,Center Point,@ovokilah_ happy birthday _Ÿ˜˜_Ÿ_‰_Ÿ_Å,37,33.63391729,-86.70174309,"Wed, 03 Apr 2013 12:57:45 +0000",934,http://a0.twimg.com/profile_images/3401323932/289a2092da70aee640243742780069b2_normal.jpeg,nehemiahabrams,,57.4,49.7,48,44.9
"Alice, TX",,Alice,Having a bad morning already,28,27.75498918,-98.05116217,"Wed, 03 Apr 2013 12:57:45 +0000",162,http://a0.twimg.com/profile_images/3469007179/d87a5af1215c7d4c801ac544fbe6d70b_normal.jpeg,Jess_trevino14,-6,74.8,69.3,62.6,59.7
"Miami Shores, FL",,Miami Shores,So tired I can barely breath,43,25.878803,-80.1985923,"Wed, 03 Apr 2013 12:57:45 +0000",333,http://a0.twimg.com/profile_images/3426895240/cdc235d95a456f07cccf3a5f3bd49f29_normal.jpeg,Gib_Roc,-4,74.1,75.7,76.8,70.9
"Kaw, MO",female,Kaw,Living within block of my job is the best! I can get so much done in the mornings and get plenty of rest!,63,39.04404516,-94.59300656,"Wed, 03 Apr 2013 12:57:45 +0000",502,http://a0.twimg.com/profile_images/1387543672/photo_normal.JPG,vals_eyes,9,39.9,43.5,49.6,51.1
"Georgia, US",male,Georgia,underwear/lingerie party 19april 11pm-7am 1870myrtle drive d8 atlanta free alcohol $20single guys $10ladies $35cpls 404 468 5119,,32.678208,-83.178297,"Wed, 03 Apr 2013 12:57:45 +0000",102,http://a0.twimg.com/profile_images/2507696896/1hxi9x2hkyz8x5fzornx_normal.jpeg,mohouze404,0,60.4,56.3,49.4,44.4
"Baltimore, MD",female,Baltimore,"#Nowplaying ""Miles Away""-Memphis Mayfire ft. Kellin Quinn",31,39.3605425,-76.5742176,"Wed, 03 Apr 2013 12:57:45 +0000",440,http://a0.twimg.com/profile_images/3138503959/b9df68ba72024d9f228ca9ac734d1067_normal.jpeg,HeyyItsSierra_1,,45.6,44.9,42.5,44.2
"Minden, LA",,Minden,Hacked Lol I Love You Tootie â™¥,34,32.6030462,-93.2801236,"Wed, 03 Apr 2013 12:57:45 +0000",634,http://a0.twimg.com/profile_images/3387274357/ca03dff623f069f918c58cc53b0ef02c_normal.jpeg,SaluteMee_Tb,,64.9,49.3,44.2,44.8
"New Jersey, US",female,New Jersey,"I'm very particular about a lot of things.  I know what I like. But mugs, mugs are important.",36,40.2097673,-75.2269034,"Wed, 03 Apr 2013 12:57:45 +0000",193,http://a0.twimg.com/profile_images/3449915778/ea91c284fdd53ec4bad80c1c53667756_normal.jpeg,FeedSouls,0,39.6,38.6,39.6,42.4
"North Las Vegas, NV",mostly_female,North Las Vegas,Idgaf Day #1.,44,36.2723302,-115.0911733,"Wed, 03 Apr 2013 12:57:45 +0000",225,http://a0.twimg.com/profile_images/3464258178/32798893f6759d5b7d6ee3f6a1b9b864_normal.jpeg,_mcFLAWless_,0,68,69.7,70.7,76.3
"Hazlet, NJ",,Hazlet,"@elyseexplosion TIME TO GET OUT IF THE 18TH CENTURY, AND GET A SMARTPHONE, ELYSE. They have better cameras. #cometothedarkside",41,40.4313093,-74.1817821,"Wed, 03 Apr 2013 12:57:45 +0000",119,http://a0.twimg.com/profile_images/3439136370/ca762ceb43452e1b3197047e7b69c14e_normal.png,C_CBarton,3,40.8,40.7,41.7,43.4
