station,WBAN ,date,temp,dewpoint, visibility,windspeed,precipitation,snow_depth,indicator
724118,93797,20130402,47,28.3,10,4.9, 0.00I,999.9,0
724118,93797,20130403,39.8,25.2,10,1.8, 0.00I,999.9,0
724120,3872,20130401,43.7,38,9.5,8.2, 0.02G,999.9,10000
724120,3872,20130402,34.5,16.5,10,7.7, 0.09G,999.9,0
724120,3872,20130403,32.1,11.7,10,4.4, 0.00G,999.9,0
724125,3859,20130401,45.5,37.8,9.8,7.3, 0.07G,999.9,10000
724125,3859,20130402,37.5,17.3,10,7.8, 0.04G,999.9,0
724125,3859,20130403,35.3,8.8,10,3.5, 0.00G,999.9,0
724127,53801,20130401,40.3,33.7,10,6.5,99.99,999.9,10000
724127,53801,20130402,32,12.8,10,5.1, 0.00I,999.9,0
724127,53801,20130403,30.8,7,10,1.9, 0.00I,999.9,0
724140,13866,20130401,46.5,38.9,9.4,7.4, 0.06G,999.9,10000
724140,13866,20130402,37.9,17,10,3.8, 0.01G,999.9,0
724140,13866,20130403,36.6,14.1,10,2.8, 0.00G,999.9,0
724165,3725,20130401,49.4,37.2,9.5,6.9, 0.18G,999.9,10000
724165,3725,20130402,41.1,14.1,10,7.4, 0.01G,999.9,0
724165,3725,20130403,34.3,16.7,10,2.1, 0.00G,999.9,0
724170,13729,20130401,43.6,36.3,9.1,9.7, 0.38G,999.9,11000
724170,13729,20130402,33.4,12.7,10,8.7, 0.13G,999.9,0
724170,13729,20130403,26.1,14.8,10,0.9, 0.00G,999.9,0
724175,3802,20130401,45.2,35.2,9.9,8.5, 0.16G,999.9,10000
724175,3802,20130402,34.9,11.4,10,7.4, 0.00G,999.9,0
724175,3802,20130403,31,12.9,10,1.2, 0.00G,999.9,0
724176,13736,20130401,46.2,35.3,9.8,6.2, 0.14G,999.9,0
724176,13736,20130402,36.4,11.8,10,5.2, 0.00G,999.9,0
724176,13736,20130403,32.4,15,9.6,0.7, 0.00G,999.9,0
724177,13734,20130401,48,36,8.9,8.6, 0.21G,999.9,10000
724177,13734,20130402,39.8,12.5,10,8.7, 0.03G,999.9,0
724177,13734,20130403,33.8,12.2,10,3.3, 0.00G,999.9,0
724180,13781,20130401,51.1,40.3,6.5,10.3, 0.14G,999.9,100000
724180,13781,20130402,39.8,14.3,10,11.4, 0.00G,999.9,0
724180,13781,20130403,35.9,13.1,10,6.3, 0.00G,999.9,0
724210,93814,20130401,44.5,29.8,9.8,8.8, 0.03G,999.9,0
724210,93814,20130402,36.8,16.5,10,7, 0.00G,999.9,0
724210,93814,20130403,34.4,14.7,10,4.5, 0.00G,999.9,0
724220,93820,20130401,47.3,35.4,10,8, 0.01G,999.9,0
724220,93820,20130402,39.1,18.8,10,4.3, 0.00G,999.9,0
724220,93820,20130403,36.7,14.3,10,4.2, 0.00G,999.9,0
724230,93821,20130401,49.6,33.3,10,8.3, 0.00I,999.9,0
724230,93821,20130402,41.5,17.4,10,5.1, 0.00G,999.9,0
724230,93821,20130403,40.4,15.4,10,4.2, 0.00G,999.9,0
724233,53841,20130401,45.6,32.2,10,7, 0.01G,999.9,0
724233,53841,20130402,38,17.2,10,3.2, 0.00G,999.9,0
724233,53841,20130403,32,18.6,10,0.7, 0.00G,999.9,0
724235,13810,20130401,48.1,31.2,10,6.5, 0.00I,999.9,0
724235,13810,20130402,40.7,16.5,10,4.1, 0.00G,999.9,0
724235,13810,20130403,39.3,15.1,10,2.1, 0.00G,999.9,0
724237,53803,20130401,48.7,35.4,10,8.3, 0.03G,999.9,0
724237,53803,20130402,41.6,22.1,10,5.1, 0.00G,999.9,0
724237,53803,20130403,40.4,20.8,10,4, 0.00I,999.9,0
724238,53886,20130401,47.5,30.1,10,7.4, 0.00G,999.9,0
724238,53886,20130402,40.2,17.8,10,4.9, 0.00I,999.9,0
724238,53886,20130403,38.6,17.2,10,2.3, 0.00I,999.9,0
724240,13807,20130401,47.1,33.5,10,6.6, 0.01G,999.9,0
724240,13807,20130402,38.6,16.9,10,4.4, 0.00G,999.9,0
724240,13807,20130403,35.7,16.4,10,4.2, 0.00I,999.9,0
724243,3849,20130401,47.5,39.5,6.8,5.4, 0.28G,999.9,100000
724243,3849,20130402,40.5,18.6,10,3.5, 0.00G,999.9,0
724243,3849,20130403,37.1,18.6,10,2.5, 0.00G,999.9,0
724250,3860,20130401,47.4,38.9,9.6,6, 0.07G,999.9,10000
724250,3860,20130402,39.4,17.7,10,4.2, 0.02G,999.9,0
724250,3860,20130403,38.1,14.1,10,1.7, 0.00G,999.9,0
724273,3804,20130401,45.6,30.9,9.6,9, 0.07G,999.9,0
724273,3804,20130402,35.8,12.2,10,5.9, 0.00G,999.9,0
724273,3804,20130403,33.3,14.1,10,1.9, 0.00G,999.9,0
724275,14894,20130401,42.5,28.6,9.7,10.7, 0.06G,999.9,1000
724275,14894,20130402,32,11,10,8.3, 0.01G,999.9,0
724275,14894,20130403,31.7,11.9,10,5.7, 0.00G,999.9,0
724276,53859,20130401,42.2,27.7,9.8,9.1, 0.01G,999.9,1000
724276,53859,20130402,34.3,16.1,10,4.4, 0.00G,999.9,0
724276,53859,20130403,32.9,13.9,10,3.3, 0.00G,999.9,0
724280,14821,20130401,44.1,27,10,10.6, 0.03G,999.9,0
724280,14821,20130402,35.3,14,10,8.6, 0.00G,999.9,0
724280,14821,20130403,34.7,13.4,10,5.4, 0.00G,999.9,0
724284,63825,20130401,42,29,10,9.7, 0.00I,999.9,0
724284,63825,20130402,33,16.8,10,7.9, 0.00I,999.9,0
724284,63825,20130403,31.7,15.4,10,4, 0.00I,999.9,0
724285,13812,20130401,44.4,26.8,10,9.7,99.99,999.9,10000
724285,13812,20130402,36.4,12.6,10,7.5, 0.00I,999.9,0
724285,13812,20130403,35.4,13.1,10,5, 0.00I,999.9,0
724286,93824,20130401,42.7,27.9,10,9.1, 0.00G,999.9,0
724286,93824,20130402,33.5,13.3,10,7.5, 0.00G,999.9,0
724286,93824,20130403,30.6,14.8,10,3.5, 0.00G,999.9,0
724287,4848,20130401,39.2,20.5,9.8,13.6, 0.00G,999.9,11000
724287,4848,20130402,31.7,12.1,10,10.3, 0.00G,999.9,0
724287,4848,20130403,29.4,11.4,10,7.8, 0.00I,999.9,0
724288,4804,20130401,41.7,26.1,10,10.9, 0.02G,999.9,10000
724288,4804,20130402,32.9,14.8,10,7.8, 0.00G,999.9,0
724288,4804,20130403,29.5,14.5,10,4.8, 0.00G,999.9,0
724290,93815,20130401,41.9,28,10,12.5, 0.01G,999.9,10000
724290,93815,20130402,33,16.5,10,6.4, 0.00G,999.9,0
724290,93815,20130403,30.4,14,10,4.1, 0.00G,999.9,0
724293,99999,20130401,37.9,8.3,9.6,6.7,99.99,999.9,101010
724293,99999,20130402,32.3,27.3,6.6,7.5,99.99,999.9,101010
724294,53844,20130401,42.7,27.2,9.8,8.4, 0.01G,999.9,1000
724294,53844,20130402,34,14,10,6.4, 0.01G,999.9,0
724294,53844,20130403,30.7,15.1,10,3.3, 0.00G,999.9,0
724296,13841,20130401,42.2,28.7,9.6,9.3, 0.03G,999.9,11000
724296,13841,20130402,34.4,16.6,10,6.5, 0.00G,999.9,0
724296,13841,20130403,32.1,16,10,4, 0.00G,999.9,0
724297,93812,20130401,44.7,29.3,9.9,6.4, 0.01G,999.9,10000
724297,93812,20130402,37.8,17.1,10,4.9, 0.00G,999.9,0
724297,93812,20130403,32.7,18,10,2.6, 0.00G,999.9,0
724298,4850,20130401,39.5,24.3,10,12.4, 0.00G,999.9,0
724298,4850,20130402,32.2,15.8,10,7.5, 0.00G,999.9,0
724298,4850,20130403,30,12.5,10,6, 0.00G,999.9,0
724303,14813,20130401,40,24.7,9.9,10.8, 0.01G,999.9,1000
724303,14813,20130402,31.9,13.4,9.7,10.1, 0.01G,999.9,1000
724303,14813,20130403,31.5,16.1,10,5, 0.00G,999.9,0
724320,93817,20130401,47.6,30.9,10,6.8, 0.01G,999.9,0
724320,93817,20130402,39.4,19.5,10,3.5, 0.00G,999.9,0
724320,93817,20130403,36.6,21,10,1.7, 0.00G,999.9,0
724330,3879,20130401,47,34,10,8.9, 0.00G,999.9,0
724330,3879,20130402,38.4,25,10,3, 0.00I,999.9,0
724330,3879,20130403,38.5,29.9,10,1.3, 0.00I,999.9,0
724335,93894,20130401,46.9,29.8,10,4.4, 0.00G,999.9,0
724335,93894,20130402,36.1,20.4,10,1.7, 0.00I,999.9,0
724335,93894,20130403,33.8,23.6,10,0, 0.00I,999.9,0
724336,93810,20130401,47.7,32,10,7.9, 0.00G,999.9,0
724336,93810,20130402,39.3,21.3,10,4.1, 0.00G,999.9,0
724336,93810,20130403,36.3,23.6,10,1.5, 0.00G,999.9,0
724338,13802,20130401,47.3,28.8,9.5,8.5, 0.00I,999.9,0
724338,13802,20130402,38.1,19.1,10,4.1, 0.00I,999.9,0
724338,13802,20130403,37,23.1,10,1.9, 0.00I,999.9,0
724339,3865,20130401,49.5,34.2,13.9,6.3, 0.00I,999.9,0
724339,3865,20130402,39.9,23.1,14.6,4, 0.00I,999.9,0
724339,3865,20130403,38.6,25.2,10,1.9, 0.00I,999.9,0
724340,13994,20130401,47.2,27.3,10,9.1, 0.00G,999.9,0
724340,13994,20130402,39.1,16.5,10,3.9, 0.00G,999.9,0
724340,13994,20130403,41.2,18.5,10,3, 0.00G,999.9,0
724345,3966,20130401,46.5,26.2,10,7.4, 0.01G,999.9,0
724345,3966,20130402,36.4,18.8,10,1.5, 0.00G,999.9,0
724345,3966,20130403,33.6,24.9,10,0, 0.00G,999.9,0
724347,53904,20130401,44.8,26.6,10,9.3, 0.00G,999.9,0
724347,53904,20130402,38,18.2,10,3.7, 0.00G,999.9,0
724347,53904,20130403,37.2,24,10,5, 0.00G,999.9,0
724350,3816,20130401,50.2,38.1,9.9,7.3, 0.00G,999.9,0
724350,3816,20130402,41.5,23.4,10,3.8, 0.00G,999.9,0
724350,3816,20130403,37.3,22.5,10,2.1, 0.00G,999.9,0
724354,63815,20130401,47.9,40.2,6.5,4.1, 0.00I,999.9,100000
724354,63815,20130402,40.5,19.8,10,3.1, 0.00I,999.9,0
724354,63815,20130403,38.4,18.8,10,1.1, 0.00I,999.9,0
724356,53866,20130401,43.6,27.8,10,10.4, 0.04G,999.9,10000
724356,53866,20130402,36.3,16.8,10,6.3, 0.00G,999.9,0
724356,53866,20130403,33.5,15.9,10,2.6, 0.00G,999.9,0
724363,13803,20130401,42.2,21.3,10,12.2,99.99,999.9,10000
724363,13803,20130402,37.5,16.2,10,7, 0.00I,999.9,0
724365,53896,20130401,46,32.4,10,8.2, 0.00G,999.9,0
724365,53896,20130402,38.5,20.1,10,5.9, 0.00I,999.9,0
724365,53896,20130403,35.8,18.8,10,1.8, 0.00I,999.9,0
724375,3893,20130401,44.7,25.4,9.7,6.1, 0.01G,999.9,1000
724375,3893,20130402,36,14.2,10,2.2, 0.00G,999.9,0
724375,3893,20130403,27.9,16.7,9.9,0, 0.00G,999.9,0
724380,93819,20130401,42.1,27.5,9.7,12.4, 0.06G,999.9,10000
724380,93819,20130402,34.6,16,10,7.4, 0.00G,999.9,0
724380,93819,20130403,33.6,14.5,10,4.7, 0.00G,999.9,0
724384,53842,20130401,40.3,27,10,9.6, 0.07G,999.9,0
724384,53842,20130402,34.6,17.6,10,7.3, 0.00G,999.9,0
724384,53842,20130403,33.4,16.4,10,1.9, 0.00G,999.9,0
724385,4828,20130401,37.9,22,10,9.9, 0.00I,999.9,0
724385,4828,20130402,35.1,17.6,10,8.5, 0.00I,999.9,0
724386,14835,20130401,39.3,22,10,9.9, 0.00I,999.9,0
724386,14835,20130402,33.4,13.8,10,7.1, 0.00G,999.9,0
724386,14835,20130403,30.1,14,10,2.2, 0.00G,999.9,0
724387,54807,20130401,40.5,27.4,10,11.1, 0.01G,999.9,0
724387,54807,20130402,33.1,18.6,10,7.5, 0.00G,999.9,0
724387,54807,20130403,31,16,10,4.2, 0.00I,999.9,0
724388,14829,20130401,35.7,18.9,10,12.2, 0.00G,999.9,0
724388,14829,20130402,30.8,13,10,6.5, 0.00G,999.9,0
724388,14829,20130403,27,11.7,10,2.4, 0.00G,999.9,0
724390,93822,20130401,41.3,22.9,10,11.1, 0.00G,999.9,0
724390,93822,20130402,35.6,15.8,10,6, 0.00G,999.9,0
724390,93822,20130403,34.6,16.9,10,5.1, 0.00G,999.9,0
724395,3958,20130401,47.5,26.1,10,9.1, 0.00G,999.9,0
724395,3958,20130402,39.6,15.5,10,3.9, 0.00I,999.9,0
724395,3958,20130403,36.6,24,10,0.5, 0.00I,999.9,0
724397,54831,20130401,38.9,22.2,10,14.4, 0.00G,999.9,0
724397,54831,20130402,34.2,14.6,10,8.1, 0.00G,999.9,0
724397,54831,20130403,32.5,17.4,10,7, 0.00I,999.9,0
724400,13995,20130401,47.3,36.1,10,7.7, 0.31G,999.9,0
724400,13995,20130402,39.4,25.8,9.8,7.3, 0.03G,999.9,110000
724400,13995,20130403,37.7,27,10,3.9, 0.09G,999.9,0
724450,3945,20130401,44.7,27.9,10,10, 0.00G,999.9,0
724450,3945,20130402,37.1,19.9,10,5.5, 0.00G,999.9,0
724450,3945,20130403,38.4,21.2,10,5.4, 0.00G,999.9,0
724453,3994,20130401,44,28.6,10,9.3, 0.00G,999.9,0
724453,3994,20130402,38.2,21.2,10,4.8, 0.00G,999.9,0
724453,3994,20130403,39.2,22.8,10,4.1, 0.00G,999.9,0
724454,93996,20130401,49,29.3,10,5.8, 0.00G,999.9,0
724454,93996,20130402,39.4,17.5,10,4.5, 0.00I,999.9,0
724454,93996,20130403,36.6,19.6,10,2.7, 0.00I,999.9,0
724455,14938,20130401,36.7,22,9.5,9.4, 0.00G,999.9,1000
724455,14938,20130402,32.9,17.1,10,4, 0.00G,999.9,0
724455,14938,20130403,31.7,20.9,10,5.4, 0.00G,999.9,0
724457,3938,20130401,47.5,33.2,10,6.5, 0.03G,999.9,0
724457,3938,20130402,38.7,20.5,10,5.1, 0.00G,999.9,0
724457,3938,20130403,38.5,18.9,10,4.4, 0.00I,999.9,0
724458,3963,20130401,45.2,25.6,10,6.7, 0.00G,999.9,0
724458,3963,20130402,38.6,17.3,10,3.6, 0.00G,999.9,0
724458,3963,20130403,37.6,21.1,10,3, 0.00G,999.9,0
724459,53931,20130401,46.2,28.7,10,5.2, 0.00G,999.9,0
724459,53931,20130402,38.4,18.6,10,4.8, 0.00I,999.9,0
724459,53931,20130403,39.2,19.8,10,4.9, 0.00I,999.9,0
724460,3947,20130401,42.1,21.9,10,9.4, 0.00G,999.9,10000
724460,3947,20130402,36.6,16.8,10,5.8, 0.00G,999.9,0
724460,3947,20130403,40.3,20.5,10,5.9, 0.00G,999.9,0
724462,99999,20130401,68.9,60,9.3,1.8, 0.00I,999.9,0
724462,99999,20130402,67.6,60.7,8.3,1.8,99.99,999.9,10000
724463,13988,20130401,44.5,22.1,10,7.5, 0.00G,999.9,0
724463,13988,20130402,39.8,17.6,10,5.8, 0.00G,999.9,0
724463,13988,20130403,41.9,21.4,10,5, 0.00G,999.9,0
724464,53916,20130401,39.9,24.4,999.9,6.7, 0.00G,999.9,0
724464,53916,20130402,36.6,19.7,999.9,2.3, 0.00G,999.9,0
724464,53916,20130403,37,23.7,999.9,2.5, 0.00G,999.9,0
724467,13930,20130401,43.3,30.2,10,9.3, 0.00G,999.9,10000
724467,13930,20130402,36.7,23,10,4.6, 0.00I,999.9,0
724467,13930,20130403,37.2,24.3,10,2.2, 0.00I,999.9,0
724468,3967,20130401,43.6,22.5,10,8.8, 0.00G,999.9,0
724468,3967,20130402,38.4,18.4,10,5.7, 0.00G,999.9,0
724468,3967,20130403,38.8,21.2,10,4.2, 0.00G,999.9,0
724475,93909,20130401,42.1,23.8,10,9.5, 0.01G,999.9,0
724475,93909,20130402,36.6,18.7,10,6.5, 0.00G,999.9,0
724475,93909,20130403,37.9,22.1,10,3.2, 0.00G,999.9,0
724490,13993,20130401,39.5,22.8,10,10.7, 0.00G,999.9,1000
724490,13993,20130402,35.5,17.4,10,3.5, 0.00G,999.9,0
724490,13993,20130403,38,21.1,10,4.2, 0.10G,999.9,0
724500,3928,20130401,45.4,34.7,9,9.9, 0.26B,999.9,11000
724500,3928,20130402,38.5,27.9,9.7,8.4, 0.05C,999.9,11000
724500,3928,20130403,39.9,27.5,10,5.5, 0.13G,999.9,0
724502,13932,20130401,45.6,36.2,9.8,8.2, 0.07B,999.9,10000
724502,13932,20130402,38.1,30.3,9.3,9.6, 0.39D,999.9,10000
724502,13932,20130403,39.4,31,10,7.1, 0.00A,999.9,0
724504,3974,20130401,42.8,35.1,9.8,8.6, 0.15B,999.9,11000
724504,3974,20130402,37.5,26.4,9.8,7.4, 0.06C,999.9,11000
724504,3974,20130403,37.7,27.3,10,4, 0.00I,999.9,0
724505,3923,20130401,44.9,37.1,9.4,10.2, 0.00G,999.9,10000
724505,3923,20130402,37.6,29.6,9.9,8.4, 0.28G,999.9,11000
724505,3923,20130403,38.7,29.3,10,5.5, 0.00G,999.9,0
724506,13986,20130401,42.6,29.9,9.7,7.6, 0.00G,999.9,10000
724506,13986,20130402,38.9,23.3,9.5,5.6, 0.11G,999.9,11000
724506,13986,20130403,39.9,27.1,10,1.7, 0.03G,999.9,0
724507,13981,20130401,45.4,33.2,10,7.7, 0.08G,999.9,10000
724507,13981,20130402,40.6,24.1,9.9,7.1, 0.05G,999.9,10000
724507,13981,20130403,39.3,27.3,10,3.5, 0.09G,999.9,0
724508,3997,20130401,43.3,23.1,9.8,8.6, 0.00G,999.9,0
724508,3997,20130402,39.2,18.1,9.8,6.1, 0.00G,999.9,0
724508,3997,20130403,35.3,21.9,10,3, 0.00G,999.9,0
724509,53939,20130401,43.2,29.1,10,10.3, 0.00G,999.9,0
724509,53939,20130402,37.8,20.4,10,7.1, 0.01G,999.9,0
724509,53939,20130403,37.4,25.4,10,3.3, 0.00G,999.9,0
724510,13985,20130401,40.5,24,9.8,13.2, 0.00I,999.9,0
724510,13985,20130402,33.9,24.2,8.5,7.2, 0.10G,999.9,11000
724510,13985,20130403,35.4,26.8,10,3.9, 0.19G,999.9,0
724515,23064,20130401,38.9,24.1,9.8,14.4, 0.00I,999.9,0
724515,23064,20130402,34.1,24.9,7.5,7.2, 0.00G,999.9,10000
724515,23064,20130403,35.1,27.4,10,4, 0.01G,999.9,0
724516,23020,20130401,43.3,26.5,10,11.3, 0.00G,999.9,0
724516,23020,20130402,35.1,22.6,8.3,8.7, 0.00I,999.9,0
724516,23020,20130403,33.8,27.6,7.7,7.4, 0.00I,999.9,0
724517,13940,20130401,41.6,26.5,10,11.5, 0.00G,999.9,0
724517,13940,20130402,37.4,21.8,10,6.4, 0.00I,999.9,0
724517,13940,20130403,38.8,28,10,1.3, 0.00I,999.9,0
724518,3968,20130401,41.7,25.1,10,11.2, 0.00G,999.9,0
724518,3968,20130402,38.9,20.8,10,6.1, 0.00I,999.9,0
724518,3968,20130403,39.8,25.4,10,1.3, 0.00I,999.9,0
724519,93967,20130401,46.6,37.2,9.2,11.2, 0.06A,999.9,10010
724519,93967,20130402,40.2,32.2,9.7,8.9, 0.01B,999.9,10000
724519,93967,20130403,39.5,34.3,10,4.9, 0.00I,999.9,0
724520,3957,20130401,44.1,33,999.9,10.9, 0.00I,999.9,0
724520,3957,20130402,36.2,28.7,999.9,8.4, 0.10G,999.9,0
724520,3957,20130403,38.6,28.5,999.9,5.4, 0.20G,999.9,0
724550,13947,20130401,44.2,25.9,10,10.4, 0.00G,999.9,0
724550,13947,20130402,39.2,19.6,10,5.5, 0.00I,999.9,0
724550,13947,20130403,40.4,22.3,10,3.8, 0.00I,999.9,0
724555,3936,20130401,42.6,24.7,10,9.8, 0.05G,999.9,0
724555,3936,20130402,38.8,19.4,10,4.2, 0.00G,999.9,0
724555,3936,20130403,39.1,22.4,10,1.2, 0.00G,999.9,0
724556,13989,20130401,43.1,27.7,10,10.2, 0.01G,999.9,0
724556,13989,20130402,39.3,21.4,10,8.1, 0.00G,999.9,0
724556,13989,20130403,39.8,27.6,10,4.9, 0.00G,999.9,0
724560,13996,20130401,44.4,24.2,10,10.1, 0.00I,999.9,0
724560,13996,20130402,39.2,18,10,4.6, 0.00G,999.9,0
724560,13996,20130403,39.1,21.9,10,2.9, 0.00G,999.9,0
724565,13920,20130401,42.6,24.4,10,9.3, 0.00G,999.9,0
724565,13920,20130402,39,19.2,10,4.7, 0.00G,999.9,0
724565,13920,20130403,37.6,22.6,10,2.2, 0.00G,999.9,0
724580,13984,20130401,39.9,22.4,10,11, 0.00G,999.9,0
724580,13984,20130402,37.6,19.9,10,4.1, 0.00G,999.9,0
724580,13984,20130403,36.9,21.2,10,4.5, 0.00G,999.9,0
724585,93997,20130401,40.8,24.9,10,12, 0.00G,999.9,0
724585,93997,20130402,39.5,21.6,10,5.7, 0.00G,999.9,0
724585,93997,20130403,40.7,28,10,3.3, 0.00G,999.9,0
724586,3919,20130401,43.7,24.9,10,10.5, 0.00G,999.9,0
724586,3919,20130402,41.3,19.4,10,6.7, 0.00G,999.9,0
724586,3919,20130403,43.1,28.6,10,2.2, 0.00G,999.9,0
724604,93076,20130401,41.7,26.1,999.9,10.5, 0.00I,999.9,0
724604,93076,20130402,31,25,999.9,5.8, 0.00I,999.9,0
724604,93076,20130403,31.7,27.4,999.9,8.3, 0.00I,999.9,0
724620,23061,20130401,46.6,13.8,10,6.1, 0.00G,999.9,0
724620,23061,20130402,44.4,9.4,10,8, 0.00G,999.9,0
724620,23061,20130403,36.3,28.2,9.5,7, 0.00H,999.9,11000
724625,93005,20130401,50.3,21.2,10,6.2, 0.00G,999.9,0
724625,93005,20130402,43.9,13.2,10,5.9, 0.00G,999.9,0
724625,93005,20130403,36.2,25.8,10,3.5, 0.00A,999.9,0
724627,3011,20130401,41.7,24.1,9.9,5.8,99.99,999.9,1000
724627,3011,20130402,38.8,15.3,9.3,5,99.99,999.9,1000
724627,3011,20130403,27.8,27.6,5.8,2.1,99.99,999.9,101000
724635,23067,20130401,43.1,25.2,10,10.7, 0.00G,999.9,0
724635,23067,20130402,35.5,28.5,7.4,8.2, 0.00G,999.9,0
724635,23067,20130403,36.7,30.6,9.8,9.8,99.99,999.9,1000
724636,3013,20130401,42,27.3,9.6,9.9, 0.00G,999.9,0
724636,3013,20130402,34.5,27.3,8.5,8.7, 0.00G,999.9,0
724636,3013,20130403,35,30.7,9.9,8.2, 0.00I,999.9,0
724640,93058,20130401,48.4,20.6,9.8,10.3, 0.00G,999.9,0
724640,93058,20130402,35.9,28.5,9.5,6.2, 0.00G,999.9,0
724640,93058,20130403,36.6,29.8,9.1,5.9,99.99,999.9,11000
724645,23070,20130401,47.8,25.1,10,7.2, 0.00G,999.9,0
724645,23070,20130402,36.3,28,9.7,4.8, 0.00G,999.9,0
724645,23070,20130403,36,30.1,8.5,5.9, 0.00H,999.9,11000
724646,3028,20130401,39.9,29,999.9,10.9, 0.00G,999.9,0
724646,3028,20130402,31,28.1,999.9,6.7, 0.04G,999.9,0
724646,3028,20130403,31.2,30.5,999.9,5.2, 0.00G,999.9,0
724650,23065,20130401,39.1,27,9.9,8.9, 0.00G,999.9,0
724650,23065,20130402,36.1,26.4,10,9.6, 0.00G,999.9,0
724650,23065,20130403,35.2,28.1,9.8,3.5, 0.01A,999.9,1000
724655,93990,20130401,42.6,27.3,10,11.5, 0.00G,999.9,0
724655,93990,20130402,39.4,24,10,4.1, 0.00G,999.9,0
724655,93990,20130403,41.6,26.6,10,3.2, 0.00G,999.9,0
724660,93037,20130401,44.7,22.2,10,10.4, 0.00G,999.9,0
724660,93037,20130402,32.2,27.2,6.2,5.5, 0.00G,999.9,110000
724660,93037,20130403,31.8,30.4,2.7,4.2, 0.01A,999.9,11000
724665,93010,20130401,38.1,25.8,10,9.7, 0.00G,999.9,0
724665,93010,20130402,31.9,26.2,10,9.7, 0.00G,999.9,0
724665,93010,20130403,31.7,29.6,9.4,8.1, 0.00I,999.9,0
724666,93067,20130401,44.9,27.5,9.9,6, 0.00G,999.9,0
724666,93067,20130402,38.3,33.4,6.3,5.9, 0.00G,999.9,10000
724666,93067,20130403,35.1,34.8,3,3.8, 0.03A,999.9,11000
724673,93009,20130401,31.8,13.9,9.8,4.2, 0.00G,999.9,1000
724673,93009,20130402,28.9,22.5,8.5,3.6, 0.00G,999.9,101000
724673,93009,20130403,26.1,24.3,2.5,1.7, 0.19A,999.9,101000
724674,94050,20130401,42.8,22.9,10,4.3, 0.00G,999.9,10010
724674,94050,20130402,36.5,32.9,8.7,3.7, 0.31G,999.9,111000
724674,94050,20130403,37.1,33.1,9.6,2.7, 0.00G,999.9,10000
724675,23063,20130401,47.1,23.1,10,6.5, 0.00I,999.9,0
724675,23063,20130402,42.8,31.6,9.4,3.5, 0.02A,999.9,10000
724675,23063,20130403,38.5,36.3,9.7,1, 0.00I,999.9,0
724676,93073,20130401,41.6,22.3,9.9,4.5, 0.00G,999.9,0
724676,93073,20130402,39.3,24.8,10,3.9, 0.00G,999.9,0
724676,93073,20130403,35.1,30.1,10,4.2, 0.01A,999.9,0
724677,93007,20130401,41.8,20.6,10,4.7, 0.00I,999.9,0
724677,93007,20130402,41.7,17.9,10,5.3, 0.00I,999.9,0
724677,93007,20130403,35.2,29.6,9.2,2.8, 0.00I,999.9,0
724678,94033,20130401,40,19.2,10,1.7, 0.00I,999.9,0
724678,94033,20130402,36.5,31.8,7.2,3, 0.00I,999.9,0
724678,94033,20130403,33.5,33.1,6.7,1.1, 0.00I,999.9,0
724680,94015,20130401,46.1,21.4,10,10.2, 0.00I,999.9,0
724680,94015,20130402,32.7,28,9.5,6.2, 0.00H,999.9,11000
724680,94015,20130403,32,31.9,7,3.3, 0.00H,999.9,11000
724689,3026,20130401,38.3,27.8,9.2,10.4, 0.00G,999.9,0
724689,3026,20130402,35.2,26.5,9.6,10.8, 0.00G,999.9,0
724689,3026,20130403,33.6,30.8,7.3,9, 0.00I,999.9,0
724694,99999,20130401,44.3,30.7,18.9,9.7, 0.00I,999.9,0
724694,99999,20130402,40.2,35.7,9.3,8.1,99.99,999.9,10000
724695,23036,20130401,44.5,28.5,21.9,7.1, 0.00I,999.9,0
724695,23036,20130402,38.5,35.6,8.4,6.5, 0.01G,999.9,10000
724695,23036,20130403,35.7,35.7,7.2,5.9, 0.00G,999.9,10000
724698,24015,20130401,35.4,24.4,8.9,11.5, 0.00G,999.9,100000
724698,24015,20130402,36.3,27,10,12.1, 0.00G,999.9,0
724698,24015,20130403,34.5,30.9,6,8.4, 0.03A,999.9,111000
724699,3065,20130401,44.7,25.3,19,8, 0.00I,999.9,0
724699,3065,20130402,37.9,32.5,8,6.5,99.99,999.9,11000
724699,3065,20130403,35.9,34.7,5,3.4,99.99,999.9,10000
724700,93141,20130401,50.8,29,9.9,7.2, 0.00G,999.9,10000
724700,93141,20130402,44.4,31.5,10,6.3, 0.00A,999.9,0
724737,99999,20130401,66.1,57.6,9.4,2.6, 0.00I,999.9,0
724737,99999,20130402,67.9,54.6,7.1,1.8, 0.00I,999.9,100000
724750,99999,20130401,49.8,29.2,9.9,9.9, 0.16C,999.9,10000
724750,99999,20130402,42.9,36,9.7,5, 0.12D,999.9,10000
724754,23186,20130401,64,29.5,10,8.5, 0.00I,999.9,0
724754,23186,20130402,56.9,30.7,10,5.3, 0.00I,999.9,0
724754,23186,20130403,63.4,33.2,10,6.9, 0.00I,999.9,0
724755,93129,20130401,49,28.5,10,9, 0.00G,999.9,10000
724755,93129,20130402,41.7,33.2,10,5.7, 0.03G,999.9,10000
724755,93129,20130403,40.6,32.5,10,4, 0.00G,999.9,0
724756,23159,20130401,38.9,24,9.9,7.7, 0.00G,999.9,10000
724756,23159,20130402,34.6,27.6,9.7,9.8, 0.02G,999.9,1000
